names,Price,Area,Unit Type
Gopalan Atlantis,2.10 Cr -2.70 Cr,2965 sq.ft,4 BHK Villa
Motzkin Park Terrace,63.25 L -90 L,1150-1280 sq.ft,2 BHK Apartment
Motzkin Park Terrace,94.60 L -1.23 Cr,1720-1755 sq.ft,3 BHK Apartment
Opera Spring Leaf,38.58 L,780 sq.ft,1 BHK Apartment
Opera Spring Leaf,51.85 L -60.09 L,1065-1185 sq.ft,2 BHK Apartment
Opera Spring Leaf,75.21 L,1495 sq.ft,3 BHK Apartment
G Corp The Icon Phase II,1.05 Cr -1.76 Cr,1996-2050 sq.ft,3 BHK Apartment
G Corp The Icon Phase II,2.05 Cr,2695 sq.ft,4 BHK Apartment
G Corp The Icon Phase II,3.30 Cr -4.53 Cr,3602-4961 sq.ft,4 BHK PentHouse
Prima Hi Life,63 L -68.20 L,1370-1483 sq.ft,2 BHK Apartment
Prima Hi Life,94.92 L -1.43 Cr,2064-2374 sq.ft,3 BHK Apartment
Prima Hi Life,1.36 Cr,2232 sq.ft,4 BHK Apartment
Essem 18 Alaya,1.34 Cr,2571 sq.ft,3 BHK Apartment
Essem 18 Alaya,1.65 Cr,2571 sq.ft,3 BHK Villa
Essem 18 Alaya,1.34 Cr -1.52 Cr,2571-2900 sq.ft,3 BHK Villament
Sowparnika Unnathi,14.46 L -16.98 L,402-472 sq.ft,1 BHK Apartment
Sowparnika Unnathi,10.86 L -14.03 L,302-390 sq.ft,1 RK StudioApartment
Sowparnika Unnathi,21.23 L -29.58 L,590-765 sq.ft,2 BHK Apartment
Sowparnika Unnathi,28.21 L -39.28 L,784-1036 sq.ft,3 BHK Apartment
Evershine Greenwood,75.60 L -90 L,1260-1340 sq.ft,2 BHK Apartment
Evershine Greenwood,1 Cr -1.02 Cr,1697-1716 sq.ft,3 BHK Apartment
Evershine Greenwood,1.21 Cr -1.43 Cr,2025-2385 sq.ft,4 BHK Apartment
The Advantage Raheja Pebble Bay,95.19 L -99.18 L,1313-1368 sq.ft,2 BHK Apartment
The Advantage Raheja Pebble Bay,8.10 K -1.37 Cr,1485-1892 sq.ft,3 BHK Apartment
The Advantage Raheja Pebble Bay,1.90 Cr -2.46 Cr,2624-3396 sq.ft,4 BHK Apartment
Nitesh Cape Cod,74.32 L -97 L,1260-1470 sq.ft,2 BHK Apartment
Nitesh Cape Cod,92.02 L -1.12 Cr,1560-1910 sq.ft,3 BHK Apartment
Nitesh Cape Cod,1.20 Cr -1.20 Cr,2035-2045 sq.ft,4 BHK Apartment
Jain Heights Grand West,29.50 L -34.77 L,911-1044 sq.ft,2 BHK Apartment
Jain Heights Grand West,39.86 L -49.40 L,1216-1539 sq.ft,3 BHK Apartment
Sumadhura Lake Breeze,52.44 L,617 sq.ft,1 BHK Apartment
Sumadhura Lake Breeze,1.04 Cr -1.08 Cr,1235 sq.ft,2 BHK Apartment
Sumadhura Lake Breeze,1.54 Cr -1.86 Cr,1815-2070 sq.ft,3 BHK Apartment
Sumadhura Lake Breeze,2.12 Cr,2495 sq.ft,4 BHK Apartment
New India Tanzanite,36.97 L -37.47 L,694 sq.ft,1 BHK Apartment
New India Tanzanite,57.69 L -63.50 L,1140-1250 sq.ft,2 BHK Apartment
New India Tanzanite,82 L -82.87 L,1664 sq.ft,3 BHK Apartment
Aswani Aaeesha,27.25 L -38.75 L,545-775 sq.ft,2 BHK Apartment
Aswani Aaeesha,41 L -57 L,925 sq.ft,3 BHK Apartment
Adisesh Prime,11 L -33 L,,Plot
Adisesh Prime,29.50 L -49 L,,2 BHK Villa
Adisesh Prime,33 L -75.87 L,,3 BHK Villa
Arna Meadows,50.15 L -55.25 L,1180-1300 sq.ft,2 BHK Apartment
Arna Meadows,60.56 L,1425 sq.ft,2.5 BHK Apartment
Arna Meadows,63.96 L -65.02 L,1505-1530 sq.ft,3 BHK Apartment
KMB La Palazzo,2.35 Cr -2.88 Cr,2622-3209 sq.ft,3 BHK Apartment
KMB La Palazzo,3.12 Cr -3.78 Cr,4099-4168 sq.ft,4 BHK Apartment
VDB Nusa Dua Chromatic,1.86 Cr -1.87 Cr,2662-2672 sq.ft,3 BHK Apartment
VDB Nusa Dua Chromatic,2.26 Cr,3240 sq.ft,4 BHK Apartment
VDB Nusa Dua Chromatic,3.60 Cr,5144 sq.ft,4 BHK Villa
Hiranandani Glen Gate,80 L,650 sq.ft,1 BHK Apartment
Hiranandani Glen Gate,76.83 L -1.37 Cr,859 sq.ft,2 BHK Apartment
Hiranandani Glen Gate,1.32 Cr -1.34 Cr,982-997 sq.ft,2.5 BHK Apartment
Hiranandani Glen Gate,1.18 Cr -1.60 Cr,1142-1242 sq.ft,3 BHK Apartment
Brigade Omega,65 L -1 Cr,1310-1390 sq.ft,2 BHK Apartment
Brigade Omega,83 L -1.50 Cr,1660-1800 sq.ft,3 BHK Apartment
Sai Sowbagya,54.17 L -62.53 L,985-1137 sq.ft,2 BHK Apartment
Sai Sowbagya,72.38 L -80.63 L,1316-1466 sq.ft,3 BHK Apartment
Brigade Northridge Phase II,44.99 L,1200 sq.ft,2 BHK Apartment
Brigade Northridge Phase II,62 L,1300 sq.ft,3 BHK Apartment
Samhita Elite,77.56 L -78.26 L,1400 sq.ft,2 BHK Apartment
Samhita Elite,95.13 L -1.05 Cr,1780-1930 sq.ft,3 BHK Apartment
SV Legacy,60.48 L -66.96 L,1260-1395 sq.ft,2 BHK Apartment
SV Legacy,79.44 L -84 L,1655-1750 sq.ft,3 BHK Apartment
Chaithanya Samarth ,48.46 L -52.16 L,1154-1242 sq.ft,2 BHK Apartment
Chaithanya Samarth ,65.47 L -68 L,1559-1585 sq.ft,3 BHK Apartment
Sobha Clovelly,37.76 L,821 sq.ft,1 BHK Apartment
Sobha Clovelly,41.40 L -72 L,900-1190 sq.ft,2 BHK Apartment
Sobha Clovelly,57.27 L -57.77 L,1245-1256 sq.ft,2.5 BHK Apartment
Sobha Clovelly,66.97 L -72.03 L,1456-1566 sq.ft,3 BHK Apartment
Rand Pride Homes,37.76 L,821 sq.ft,1 BHK Apartment
Rand Pride Homes,41.40 L -72 L,900-1190 sq.ft,2 BHK Apartment
Rand Pride Homes,57.27 L -57.77 L,1245-1256 sq.ft,2.5 BHK Apartment
Rand Pride Homes,66.97 L -72.03 L,1456-1566 sq.ft,3 BHK Apartment
Chaithanya Samarth ,60.48 L -66.96 L,1260-1395 sq.ft,2 BHK Apartment
Chaithanya Samarth ,79.44 L -84 L,1655-1750 sq.ft,3 BHK Apartment
SV Legacy,48.46 L -52.16 L,1154-1242 sq.ft,2 BHK Apartment
SV Legacy,65.47 L -68 L,1559-1585 sq.ft,3 BHK Apartment
Saroj Harmony,4 Cr,3525 sq.ft,3 BHK Villa
Saroj Harmony,5.35 Cr,4500 sq.ft,4 BHK Villa
Swathi Magnolia,99.72 L -1.13 Cr,2493-2840 sq.ft,3 BHK Villa
Swathi Magnolia,4.90 Cr,5000 sq.ft,4 BHK Villa
Shree Laasya Elite,2.20 Cr,4400 sq.ft,4 BHK Apartment
Sriven Rag Meridian,19.04 L -20.24 L,564-607 sq.ft,1 BHK Apartment
Sriven Rag Meridian,26.34 L -30.94 L,816-980 sq.ft,2 BHK Apartment
Sriven Rag Meridian,30.74 L -36.87 L,964-1183 sq.ft,3 BHK Apartment
Srimitra Lifestyle,46.75 L -56.87 L,1100-1210 sq.ft,2 BHK Apartment
Srimitra Lifestyle,61.62 L -84.60 L,1450-1920 sq.ft,3 BHK Apartment
Sobha Forest View,95 L,1520 sq.ft,2 BHK Apartment
Sobha Forest View,84.66 L -1.60 Cr,1506-1525 sq.ft,3 BHK Apartment
Sobha Forest View,1.45 Cr -2.65 Cr,3242 sq.ft,4 BHK Apartment
Pashmina Brookwoods,32.40 L,1200 sq.ft,Plot
Pashmina Brookwoods,19 L -19.95 L,500-525 sq.ft,1 BHK Apartment
Pashmina Brookwoods,10.56 L -11.40 L,278-300 sq.ft,1 RK BHK Apartment
Pashmina Brookwoods,23.86 L -70 L,628-1050 sq.ft,2 BHK Apartment
JK Suchiraa Villas,68.99 L -70.52 L,1266-1294 sq.ft,2 BHK Apartment
JK Suchiraa Villas,89.32 L -1.17 Cr,1639-2156 sq.ft,3 BHK Apartment
Upkar Garden,1.14 Cr -1.42 Cr,2185-2712 sq.ft,4 BHK Villa
Upkar Garden,1.40 Cr,2712 sq.ft,4+ BHK Villa
Aryan Fountain Square,2.10 L -27.75 L,,Plot
Unishire Spacio,27.26 L,779 sq.ft,2 BHK Apartment
Unishire Spacio,32.34 L,924 sq.ft,3 BHK Apartment
Millennia Lakeview,45.60 L -91.20 L,,Plot
Ozone Urbana Avenue,58 L -62.50 L,1150-1250 sq.ft,2 BHK Apartment
Ozone Urbana Avenue,65 L,1300 sq.ft,3 BHK Apartment
Sipani Wattle Grove,76.14 L -98 L,1174-1197 sq.ft,2 BHK Apartment
Sipani Wattle Grove,87.80 L -93.60 L,1290-1331 sq.ft,2.5 BHK Apartment
Sipani Wattle Grove,1.27 L -1.75 Cr,1749-1755 sq.ft,3 BHK Apartment
Sipani Wattle Grove,1.48 Cr -1.57 Cr,2221-2240 sq.ft,3.5 BHK Apartment
Sipani Wattle Grove,1.68 Cr -2.15 Cr,2569-2597 sq.ft,4 BHK Apartment
Sipani Wattle Grove,2 Cr,2572 sq.ft,4 BHK Villa
Sipani Wattle Grove,,2570 sq.ft,4+ BHK Apartment
Prestige Ivy Terraces,69.78 L -99.92 L,1080-1320 sq.ft,2 BHK Apartment
Prestige Ivy Terraces,92.53 L -99.92 L,1450-1570 sq.ft,2.5 BHK Apartment
Prestige Ivy Terraces,1.03 Cr -1.21 Cr,1630-1925 sq.ft,3 BHK Apartment
Prestige Ivy Terraces,1.74 Cr -1.98 Cr,2545 sq.ft,4 BHK Apartment
Prestige Ivy Terraces,1.74 Cr -1.98 Cr,2545-2835 sq.ft,4 BHK PentHouse
Prestige Ferns Residency,73.97 L -1.10 Cr,1193 sq.ft,2 BHK Apartment
Prestige Ferns Residency,95.50 L,1369 sq.ft,2.5 BHK Apartment
Prestige Ferns Residency,46 K -1.35 Cr,1615-1688 sq.ft,3 BHK Apartment
Sobha Valley View,88.97 L -1.25 Cr,1304-1434 sq.ft,2 BHK Apartment
Sobha Valley View,1.09 Cr -1.70 Cr,1612-1947 sq.ft,3 BHK Apartment
RJ Brooke Square,1.72 Cr -2.40 Cr,2300-3200 sq.ft,3 BHK Villament
RJ Brooke Square,4.50 Cr,3665 sq.ft,4 BHK Apartment
RJ Brooke Square,2.70 Cr -3.37 Cr,3600-4500 sq.ft,4 BHK Villament
Karle Zenith Residences,41.39 L -65.10 L,920 sq.ft,2 BHK Apartment
Karle Zenith Residences,67.70 L,1505 sq.ft,3 BHK Apartment
United Meadows,1 Cr,1150 sq.ft,2 BHK Apartment
United Meadows,1.30 Cr -4 Cr,2307-2944 sq.ft,3 BHK Apartment
United Meadows,4.50 Cr -12.70 Cr,5092-6297 sq.ft,4 BHK Apartment
BSR Sunshine,65.36 L -69.12 L,1200-1275 sq.ft,2 BHK Apartment
BSR Sunshine,73.38 L -76.39 L,1360-1420 sq.ft,3 BHK Apartment
Krishnaja Northcity,36 L -45 L,885 sq.ft,2 BHK Apartment
Krishnaja Northcity,59 L,1145 sq.ft,3 BHK Apartment
Esteem Splendor II,1.30 Cr -1.85 Cr,1370-1665 sq.ft,2 BHK Apartment
Esteem Splendor II,1.95 Cr -2.27 Cr,1860-2110 sq.ft,3 BHK Apartment
Canary Woods,45.20 L -58.80 L,1174-1470 sq.ft,2 BHK Apartment
Vajram Essenza,88.53 L -1.11 Cr,1362 sq.ft,2 BHK Apartment
Vajram Essenza,1.12 Cr -1.50 Cr,1733 sq.ft,3 BHK Apartment
Vajram Essenza,2.20 Cr,3486 sq.ft,4 BHK Apartment
Vajram Essenza,2.27 Cr,3504 sq.ft,4 BHK PentHouse
Sowparnika Flamenco,75.02 L -78.41 L,1262-1319 sq.ft,2 BHK Apartment
Sowparnika Flamenco,84 L -2.25 Cr,3784 sq.ft,3 BHK Apartment
Sowparnika Flamenco,2.13 Cr,3582 sq.ft,4 BHK Apartment
Jain Heights East Parade,16.57 L,425 sq.ft,1 BHK Apartment
Jain Heights East Parade,14.85 L,381 sq.ft,1 RK StudioApartment
Jain Heights East Parade,29.12 L -31.99 L,747-778 sq.ft,2 BHK Apartment
Jain Heights East Parade,35.36 L -38.83 L,907-996 sq.ft,3 BHK Apartment
Canary Woods,24.90 L -31.65 L,830-1055 sq.ft,2 BHK Apartment
Canary Woods,36.84 L -43.68 L,1228-1456 sq.ft,3 BHK Apartment
DSMAX STONESCAPE,45.20 L -58.80 L,1174-1470 sq.ft,2 BHK Apartment
VMAKS Heights,34.84 L -40.68 L,1056-1233 sq.ft,2 BHK Apartment
VMAKS Heights,52.30 L -61.67 L,1585-1869 sq.ft,3 BHK Apartment
Sowparnika Flamenco,16.57 L,425 sq.ft,1 BHK Apartment
Sowparnika Flamenco,14.85 L,381 sq.ft,1 RK StudioApartment
Sowparnika Flamenco,29.12 L -31.99 L,747-778 sq.ft,2 BHK Apartment
Sowparnika Flamenco,35.36 L -38.83 L,907-996 sq.ft,3 BHK Apartment
Opera Canopus,45.34 L -48 L,970-1005 sq.ft,2 BHK Apartment
Opera Canopus,50.90 L -60.01 L,1095-1300 sq.ft,3 BHK Apartment
Pruthvi Royal,26.83 L -27.60 L,801-824 sq.ft,1 BHK Apartment
Pruthvi Royal,39.99 L -41.27 L,1194-1232 sq.ft,2 BHK Apartment
Pruthvi Royal,46.29 L -49.68 L,1382-1483 sq.ft,3 BHK Apartment
Sai Vrushabadri Towers,48 L,1035 sq.ft,1 BHK Apartment
Sai Vrushabadri Towers,35.46 L -4.70 Cr,985-1120 sq.ft,2 BHK Apartment
Sai Vrushabadri Towers,51.12 L -72 L,1420-1535 sq.ft,3 BHK Apartment
Hrvy Sai Sapphire,21.78 L,1815 sq.ft,2 BHK Apartment
Hrvy Sai Sapphire,37.74 L -90 L,2220 sq.ft,3 BHK Apartment
Hrvy Sai Sapphire,62.25 L,2495 sq.ft,4 BHK Apartment
Alpine Viva 2,2.69 Cr -3.82 Cr,3850-4900 sq.ft,4 BHK Villa
Alpine Viva 2,3.70 Cr,4900 sq.ft,4+ BHK Villa
SRK The Villagio,49.27 L -52.87 L,1095-1175 sq.ft,2 BHK Apartment
SRK The Villagio,63.67 L -67.50 L,1415-1500 sq.ft,3 BHK Apartment
Dhruv Paradise,46.62 L -52.38 L,1106-1252 sq.ft,2 BHK Apartment
Dhruv Paradise,61.69 L,1488 sq.ft,3 BHK Apartment
Prestige Gulmohar,82 L,1208 sq.ft,Plot
Prestige Gulmohar,64.17 L -95 L,1169-1224 sq.ft,2 BHK Apartment
Prestige Gulmohar,75.21 L,1370 sq.ft,2.5 BHK Apartment
Prestige Gulmohar,87.01 L -1.29 Cr,1585-1763 sq.ft,3 BHK Apartment
Sobha Lake Gardens,56 L,,0.5 BHK Apartment
Sobha Lake Gardens,42.84 L -51.46 L,765-919 sq.ft,1 BHK Apartment
Sobha Lake Gardens,70.52 L -95 L,1531-1552 sq.ft,2 BHK Apartment
Sobha Lake Gardens,81.59 L -83.04 L,1457-1483 sq.ft,2.5 BHK Apartment
Sobha Lake Gardens,73.64 L -1.05 Cr,1629-1736 sq.ft,3 BHK Apartment
Shravanthi Oakridge,1.50 Cr -2.02 Cr,2591-3518 sq.ft,4 BHK Villa
Balaji Ashirvaad Elite,56.48 L -64.99 L,1120-1305 sq.ft,2 BHK Apartment
Balaji Ashirvaad Elite,64.53 L -75.10 L,1295-1525 sq.ft,3 BHK Apartment
Provident Harmony,66 L -75.53 L,1241 sq.ft,3 BHK Apartment
Dharma Elite,1.11 Cr -1.20 Cr,1830-1848 sq.ft,3 BHK Apartment
Vishwapriya Vertical Garden,75.73 L -1.03 Cr,1098-1538 sq.ft,2 BHK Apartment
Vishwapriya Vertical Garden,1.03 Cr -1.13 Cr,1533-1684 sq.ft,3 BHK Apartment
Dharma Castle,70 L -75.60 L,1121-1122 sq.ft,2 BHK Apartment
Aster Residential Layout,15.60 L,,Plot
Sipani Jardin,12.96 L -16.33 L,480-605 sq.ft,1 BHK Apartment
Sipani Jardin,19.44 L -39 L,720-1090 sq.ft,2 BHK Apartment
Sipani Jardin,31.18 L -36.53 L,1155-1353 sq.ft,3 BHK Apartment
Cattleya Sriven Nest,46 L -60 L,1120-1215 sq.ft,2 BHK Apartment
Cattleya Sriven Nest,63.22 L,1400 sq.ft,2.5 BHK Apartment
Cattleya Sriven Nest,46 L -74.06 L,1515-1640 sq.ft,3 BHK Apartment
Aratt Cityscapes Apartment,57 L -63.20 L,1352 sq.ft,2 BHK Apartment
Aratt Cityscapes Apartment,64.56 L -70.60 L,1536 sq.ft,3 BHK Apartment
SSVR Fairy Bells,60.84 L -73 L,1170-1200 sq.ft,2 BHK Apartment
SSVR Fairy Bells,70.72 L -77.48 L,1360-1490 sq.ft,3 BHK Apartment
Purva Waves,76.16 L -98.25 L,1232 sq.ft,2 BHK Apartment
Purva Waves,92.09 L -1.82 Cr,1630-1943 sq.ft,3 BHK Apartment
DNR Atmosphere,1.09 Cr -1.55 Cr,1610-2257 sq.ft,3 BHK Apartment
DNR Atmosphere,1.89 Cr -1.92 Cr,2787 sq.ft,4 BHK Apartment
Buildmann Aaroha Condominiums ,1.31 Cr,1462 sq.ft,2.5 BHK Apartment
Buildmann Aaroha Condominiums ,1.97 Cr -2.05 Cr,2192-2281 sq.ft,3 BHK Apartment
LGCL Luxuriate,1.30 Cr -2.50 Cr,,Plot
LGCL Luxuriate,1.27 Cr -2.74 Cr,,4 BHK Villa
Prisha Orchids,89.49 L -1.01 Cr,1440-1630 sq.ft,2 BHK Apartment
Prisha Orchids,1.27 Cr -1.95 Cr,2050-3150 sq.ft,3 BHK Apartment
Prisha Orchids,2.06 Cr -2.72 Cr,3330-4385 sq.ft,4 BHK Apartment
Rajarajeshwari Vara,23.62 L -39.09 L,675-1117 sq.ft,2 BHK Apartment
Rajarajeshwari Vara,41.30 L -44.10 L,1180-1260 sq.ft,3 BHK Apartment
SVS Trend Square Precioso,2.27 Cr -3.10 Cr,3162-3309 sq.ft,4 BHK Villa
SVS Trend Square Precioso,2.96 Cr -3.02 Cr,4113-4200 sq.ft,5 BHK Villa
Rajarajeshwari Vara,5.50 L -53.87 L,930-1040 sq.ft,2 BHK Apartment
Rajarajeshwari Vara,67.65 L,1487 sq.ft,3 BHK Apartment
Godrej Gold County,4.50 Cr,2500 sq.ft,3 BHK Apartment
VR Gokulam,31.51 L -37.51 L,965-1170 sq.ft,2 BHK Apartment
VR Gokulam,40.88 L -43.08 L,1285-1360 sq.ft,3 BHK Apartment
Upkar Habitat,17.40 L -36 L,,Plot
Upkar Habitat,42 L -50.39 L,,3 BHK Villa
RNS Shrinikethan,1.65 Cr,1840 sq.ft,3 BHK Apartment
RNS Shrinikethan,3.21 Cr,3577 sq.ft,4 BHK Apartment
Prestige Dolce Vita,75.68 L -97 L,1272 sq.ft,2 BHK Apartment
Prestige Dolce Vita,1.16 Cr -1.48 Cr,1758-1924 sq.ft,3 BHK Apartment
Peace Rhythm,43.20 L -53.25 L,1029-1268 sq.ft,2 BHK Apartment
Peace Rhythm,63.23 L -71.14 L,1506-1694 sq.ft,3 BHK Apartment
MJ Lifestyle Astro,36.45 L -41.85 L,972-1116 sq.ft,2 BHK Apartment
MJ Lifestyle Astro,47.36 L -52.05 L,1263-1388 sq.ft,3 BHK Apartment
ATZ Estrella,,1105 sq.ft,2 BHK Apartment
ATZ Estrella,,1570 sq.ft,3 BHK Apartment
Shell North Gate,49.16 L -59.65 L,1090-1315 sq.ft,2 BHK Apartment
Shell North Gate,58.38 L -81.23 L,1285-1825 sq.ft,3 BHK Apartment
Radiant Elitaire,46.99 L -62 L,1200-1285 sq.ft,2 BHK Apartment
Radiant Elitaire,61.97 L -78 L,1655 sq.ft,3 BHK Apartment
DSR Sunrise Towers,,1450 sq.ft,2 BHK Apartment
DSR Sunrise Towers,94 L -1.15 Cr,1705-2000 sq.ft,3 BHK Apartment
Sobha Dream Gardens,30.41 L -38.50 L,981-1188 sq.ft,2 BHK Apartment
Sobha Dream Gardens,45.57 L -45.94 L,1470-1482 sq.ft,3 BHK Apartment
DS Max Sonata,37 L -49.59 L,645 sq.ft,1 BHK Apartment
DS Max Sonata,43.41 L -83 L,1004-1009 sq.ft,2 BHK Apartment
DS Max Sonata,60.52 L -74.45 L,1732 sq.ft,3 BHK Apartment
Prabhavathi Comforts,33.39 L -41.82 L,954-1195 sq.ft,2 BHK Apartment
Prabhavathi Comforts,40.98 L -51.97 L,1171-1485 sq.ft,3 BHK Apartment
Skylark Dasos,25.77 L -30.13 L,663 sq.ft,1 BHK Apartment
Skylark Dasos,38.72 L -48.31 L,967-1106 sq.ft,2 BHK Apartment
Skylark Dasos,47.86 L -75 L,1231-1506 sq.ft,3 BHK Apartment
Sobha Cedar,96.51 L,1411 sq.ft,2 BHK Apartment
Sobha Cedar,1.03 Cr -1.30 Cr,1506-1530 sq.ft,3 BHK Apartment
Shri Balaji Sarovar,34.96 L -46.50 L,795-1100 sq.ft,2 BHK Apartment
Gempark Address,5.60 L -58.33 L,,Plot
Gempark Address,70 L,,2 BHK Villa
Sumukha Residency,40.25 L -47.25 L,1150-1350 sq.ft,2 BHK Apartment
Sumukha Residency,60 L,1035 sq.ft,3 BHK Apartment
DS Max Splendid,54.75 L -59.78 L,1110-1220 sq.ft,2 BHK Apartment
DS Max Splendid,64.67 L,1327 sq.ft,2.5 BHK Apartment
DS Max Splendid,65.54 L -79.94 L,1346-1661 sq.ft,3 BHK Apartment
Dhanapriya Paradise,2.50 Cr,2900 sq.ft,3 BHK Apartment
Dhanapriya Paradise,1.90 Cr -2.45 Cr,2950 sq.ft,3 BHK Villa
Dhanapriya Paradise,2.17 Cr -2.18 Cr,2892-2901 sq.ft,3 BHK Villament
Dhanapriya Paradise,2.30 Cr -2.70 Cr,3252 sq.ft,4 BHK Apartment
Dhanapriya Paradise,2.45 Cr,3252 sq.ft,4 BHK Villament
Platina Exotica,54.97 L -61.81 L,1285-1460 sq.ft,2 BHK Apartment
Platina Exotica,67.95 L -83.61 L,1575-1950 sq.ft,3 BHK Apartment
Habitat Crest,8.96 L -11.50 L,,Plot
SMR Vinay Estella,16.80 L,600 sq.ft,1 BHK Apartment
SMR Vinay Estella,21.56 L -35.98 L,770-1285 sq.ft,2 BHK Apartment
SMR Vinay Estella,39.20 L -58.08 L,1400-1936 sq.ft,3 BHK Apartment
Shriram Chirping Woods Apartment,41.70 L,695 sq.ft,1 BHK Apartment
Shriram Chirping Woods Apartment,74 L -95 L,1235 sq.ft,2 BHK Apartment
Shriram Chirping Woods Apartment,88.20 L,1470 sq.ft,2.5 BHK Apartment
Shriram Chirping Woods Apartment,9.80 L -1.30 Cr,1620-1760 sq.ft,3 BHK Apartment
Shriram Chirping Woods Apartment,,2900 sq.ft,4 BHK Villa
Pioneer Kingstown,49 L -68 L,1092-1260 sq.ft,2 BHK Apartment
Pioneer Kingstown,64.53 L -75.70 L,1434-1682 sq.ft,3 BHK Apartment
K Raheja Jade Gardens,80 L -2.86 Cr,,Plot
Habitat Iluminar,46.80 L -59 L,1000-1031 sq.ft,2 BHK Apartment
Habitat Iluminar,56.16 L -60.84 L,1200-1300 sq.ft,2.5 BHK Apartment
Habitat Iluminar,58.50 L -76 L,1250-1321 sq.ft,3 BHK Apartment
Axis Antara,1.94 Cr -4.50 Cr,1950-2313 sq.ft,3 BHK Apartment
Axis Antara,1.94 Cr -6.30 Cr,3179-3381 sq.ft,4 BHK Apartment
DS Max Splendid,16.80 L,600 sq.ft,1 BHK Apartment
DS Max Splendid,21.56 L -35.98 L,770-1285 sq.ft,2 BHK Apartment
DS Max Splendid,39.20 L -58.08 L,1400-1936 sq.ft,3 BHK Apartment
Sobha Indraprastha,,565-640 sq.ft,1 BHK Apartment
Sobha Indraprastha,,405-450 sq.ft,1 RK StudioApartment
Sobha Indraprastha,,745-780 sq.ft,1.5 BHK Apartment
Sobha Indraprastha,42.74 L -55.96 L,745-920 sq.ft,2 BHK Apartment
Sobha Indraprastha,75.86 L -80.42 L,1435 sq.ft,3 BHK Apartment
Peninsula Prakruthi,79.80 L -1.20 Cr,1451-2103 sq.ft,3 BHK Villa
Shriram Chirping Woods Apartment,41.70 L,695 sq.ft,1 BHK Apartment
Shriram Chirping Woods Apartment,74 L -95 L,1235 sq.ft,2 BHK Apartment
Shriram Chirping Woods Apartment,88.20 L,1470 sq.ft,2.5 BHK Apartment
Shriram Chirping Woods Apartment,9.80 L -1.30 Cr,1620-1760 sq.ft,3 BHK Apartment
Shriram Chirping Woods Apartment,,2900 sq.ft,4 BHK Villa
Brigade Golden Triangle,78 L -92 L,1200 sq.ft,2 BHK Apartment
Brigade Golden Triangle,1.06 Cr -1.65 Cr,1630-1640 sq.ft,3 BHK Apartment
Brigade Golden Triangle,1.15 Cr -1.30 Cr,2010 sq.ft,4 BHK Apartment
Pyramid Bilberry,28.22 L -50.27 L,664-1183 sq.ft,2 BHK Apartment
Pyramid Bilberry,41.69 L -64.04 L,981-1507 sq.ft,3 BHK Apartment
Altius Ardour,24.40 L,610 sq.ft,1 BHK Apartment
Altius Ardour,34.20 L,855 sq.ft,2 BHK Apartment
Altius Ardour,38.60 L,965 sq.ft,2.5 BHK Apartment
Altius Ardour,48.60 L,1215 sq.ft,3 BHK Apartment
Goyal Orchid Lakeview,59.94 L -90 L,1211-1299 sq.ft,2 BHK Apartment
Goyal Orchid Lakeview,87.46 L -1.18 Cr,1767-1830 sq.ft,3 BHK Apartment
Prestige Park View,89.06 L -96 L,1220-1272 sq.ft,2 BHK Apartment
Prestige Park View,1.13 Cr -1.55 Cr,1704-2023 sq.ft,3 BHK Apartment
Mahindra Lifespace Windchimes,1.38 Cr -2.31 Cr,1776-1792 sq.ft,3 BHK Apartment
Mahindra Lifespace Windchimes,2.26 Cr,2370 sq.ft,3.5 BHK Apartment
Mahindra Lifespace Windchimes,1.92 Cr -2.81 Cr,3012 sq.ft,4 BHK Apartment
Park Cubix,36 L,656 sq.ft,0.5 BHK Apartment
Park Cubix,36.99 L,658 sq.ft,1 BHK Apartment
Park Cubix,45 L -58.45 L,1009 sq.ft,2 BHK Apartment
Park Cubix,72.83 L -84.18 L,1282-1498 sq.ft,3 BHK Apartment
Gravity Sundridge,2.48 Cr -2.54 Cr,4100-4200 sq.ft,4 BHK Villa
Sobha Habitech,87.99 L -1.09 Cr,1342-1380 sq.ft,2 BHK Apartment
Sobha Habitech,1.10 Cr -1.65 Cr,1842-2400 sq.ft,3 BHK Apartment
Sobha Habitech,2.46 Cr -2.53 Cr,3530-3584 sq.ft,4 BHK PentHouse
MBR Brickfield Shelters,50 L -62 L,,Plot
MBR Brickfield Shelters,51.52 L -57.50 L,,2 BHK Villa
MBR Brickfield Shelters,64.40 L -80 L,,3 BHK Villa
MBR Brickfield Shelters,1.01 Cr,,4 BHK Villa
Maysons Udbhava,2.65 Cr,4216 sq.ft,4 BHK RowHouse
Maysons Udbhava,2.65 Cr,4215 sq.ft,4 BHK Villa
Mantri Tranquil,69 L -95 L,1270-1285 sq.ft,2 BHK Apartment
Mantri Tranquil,83 L -1.11 Cr,1745-2000 sq.ft,3 BHK Apartment
Concorde Luxepolis,2.41 Cr -3.56 Cr,2355-2693 sq.ft,3 BHK Apartment
Concorde Luxepolis,3.56 Cr -4.81 Cr,3245 sq.ft,4 BHK Apartment
Axis Vedam,70.65 L,1000 sq.ft,1 BHK Apartment
Axis Vedam,55 L -68.75 L,1000-1250 sq.ft,2 BHK Apartment
Axis Vedam,71.50 L -91.57 L,1300-1665 sq.ft,2.5 BHK Apartment
